Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Local vs. global models for effort estimation and defect prediction","Tim Menzies; Andrew Butcher; Andrian Marcus; Thomas Zimmermann; David Cok","CS & EE, WVU, Morgantown, USA; CS & EE, WVU, Morgantown, USA; Computer Science, Wayne State University, USA; Microsoft Research, Redmond, USA; GrammaTech Inc., Ithaca, New York, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","343","351","Data miners can infer rules showing how to improve either (a) the effort estimates of a project or (b) the defect predictions of a software module. Such studies often exhibit conclusion instability regarding what is the most effective action for different projects or modules.","","","10.1109/ASE.2011.6100072","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100072","","","","","","39","337","","","","","",""
"Heap cloning: Enabling dynamic symbolic execution of java programs","Saswat Anand; Mary Jean Harrold","Georgia Institute of Technology, Atlanta, U.S.A.; Georgia Institute of Technology, Atlanta, U.S.A.","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","33","42","The dynamic symbolic-execution technique can automatically perform symbolic execution of programs that use problematic features of Java, such as native methods. However, to compute precise symbolic execution, the technique requires manual effort to specify models for problematic code. Furthermore, existing approaches to perform symbolic execution either cannot be extended to perform dynamic symbolic execution or incur significant imprecision. In this paper, we present a novel program-transformation technique called heap cloning. Heap cloning transforms a program in such a way that dynamic symbolic execution of the transformed program results in the same path constraints as dynamic symbolic execution of the original program. However, symbolic execution of the transformed program produces feedback on where imprecision is introduced, and that feedback can reduce the manual effort required to build models. Furthermore, such transformation can enable existing approaches to perform symbolic execution systems to overcome their limitations. In this paper, we also present a system, called Cinger, that leverages heap cloning, and that we used to perform an empirical evaluation. The empirical evaluation shows that Cinger can compute precise path constraints, and requires little (if any) manual effort for a set of large real-world programs.","","","10.1109/ASE.2011.6100071","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100071","","Software testing and debugging","","","","2","150","","","","","",""
"Software process evaluation: A machine learning approach","Ning Chen; Steven C. H. Hoi; Xiaokui Xiao","School of Computer Engineering, Nanyang Technological University, Singapore 639798, Singapore; School of Computer Engineering, Nanyang Technological University, Singapore 639798, Singapore; School of Computer Engineering, Nanyang Technological University, Singapore 639798, Singapore","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","333","342","Software process evaluation is essential to improve software development and the quality of software products in an organization. Conventional approaches based on manual qualitative evaluations (e.g., artifacts inspection) are deficient in the sense that (i) they are time-consuming, (ii) they suffer from the authority constraints, and (iii) they are often subjective. To overcome these limitations, this paper presents a novel semi-automated approach to software process evaluation using machine learning techniques. In particular, we formulate the problem as a sequence classification task, which is solved by applying machine learning algorithms. Based on the framework, we define a new quantitative indicator to objectively evaluate the quality and performance of a software process. To validate the efficacy of our approach, we apply it to evaluate the defect management process performed in four real industrial software projects. Our empirical results show that our approach is effective and promising in providing an objective and quantitative measurement for software process evaluation.","","","10.1109/ASE.2011.6100070","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100070","","Supervised learning by classification","","","","4","307","","","","","",""
"Finding relevant answers in software forums","Swapna Gottipati; David Lo; Jing Jiang","School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","323","332","Online software forums provide a huge amount of valuable content. Developers and users often ask questions and receive answers from such forums. The availability of a vast amount of thread discussions in forums provides ample opportunities for knowledge acquisition and summarization. For a given search query, current search engines use traditional information retrieval approach to extract webpages containing relevant keywords. However, in software forums, often there are many threads containing similar keywords where each thread could contain a lot of posts as many as 1,000 or more. Manually finding relevant answers from these long threads is a painstaking task to the users. Finding relevant answers is particularly hard in software forums as: complexities of software systems cause a huge variety of issues often expressed in similar technical jargons, and software forum users are often expert internet users who often posts answers in multiple venues creating many duplicate posts, often without satisfying answers, in the world wide web. To address this problem, this paper provides a semantic search engine framework to process software threads and recover relevant answers according to user queries. Different from standard information retrieval engine, our framework infer semantic tags of posts in the software forum threads and utilize these tags to recover relevant answer posts. In our case study, we analyze 6,068 posts from three software forums. In terms of accuracy of our inferred tags, we could achieve on average an overall precision, recall and F-measure of 67%, 71%, and 69% respectively. To empirically study the benefit of our overall framework, we also conduct a user-assisted study which shows that as compared to a standard information retrieval approach, our proposed framework could increase mean average precision from 17% to 71% in retrieving relevant answers to various queries and achieve a Normalized Discounted Cumulative Gain (nDCG) @1 score of 91.2% and [email protected] score of 71.6%.","","","10.1109/ASE.2011.6100069","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100069","","Information retrieval","","","","20","283","","","","","",""
"A performance comparison of contemporary algorithmic approaches for automated analysis operations on feature models","Richard Pohl; Kim Lauenroth; Klaus Pohl","Paluno - The Ruhr Institute for Software Technology, University of Duisburg-Essen, 45127, Germany; Paluno - The Ruhr Institute for Software Technology, University of Duisburg-Essen, 45127, Germany; Paluno - The Ruhr Institute for Software Technology, University of Duisburg-Essen, 45127, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","313","322","The formalization of variability models (e.g. feature models) is a prerequisite for the automated analysis of these models. The efficient execution of the analysis operations depends on the selection of well-suited solver implementations. Regarding feature models, on the one hand, the formalization with Boolean expressions enables the use of SAT or BDD solvers. On the other hand, feature models can be transformed into a Constraint-Satisfaction Problem (CSP) in order to use CSP solvers for validation. This paper presents a performance comparison regarding nine contemporary high-performance solvers, three for each base problem structure (BDD, CSP, and SAT). Four operations on 90 feature models are run on each solver. The results will in turn clear the way for new improvements regarding the automatic verification of software product lines, since the efficient execution of analysis operations is essential to such automatic verification approaches.","","","10.1109/ASE.2011.6100068","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100068","","","","","","14","142","","","","","",""
"Differential precondition checking: A lightweight, reusable analysis for refactoring tools","Jeffrey L. Overbey; Ralph E. Johnson","Department of Computer Science, University of Illinois at Urbana-Champaign, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","303","312","One of the most difficult parts of building automated refactorings is ensuring that they preserve behavior. This paper proposes a new technique to check for behavior preservation; we call this technique differential precondition checking. It is simple yet expressive enough to implement the most common refactorings, and the core algorithm runs in linear time. However, the main advantage is that a differential precondition checker can be placed in a library and reused in refactoring tools for many different languages; the core algorithm can be implemented in a way that is completely language independent. We have implemented a differential precondition checker and used it in refactoring tools for Fortran (Photran), PHP, and BC.","","","10.1109/ASE.2011.6100067","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100067","","","","","","7","99","","","","","",""
"Generalizing evolutionary coupling with stochastic dependencies","Sunny Wong; Yuanfang Cai","Siemens Healthcare, Malvern, PA, USA; Dept. of Computer Science, Drexel University, Philadelphia, PA, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","293","302","Researchers have leveraged evolutionary coupling derived from revision history to conduct various software analyses, such as software change impact analysis (IA). The problem is that the validity of historical data depends on the recency of changes and varies with different evolution paths -- thus, influencing the accuracy of analysis results. In this paper, we formalize evolutionary coupling as a stochastic process using a Markov chain model. By varying the parameters of this model, we define a family of stochastic dependencies that accounts for different types of evolution paths. Each member of this family weighs historical data differently according to their recency and frequency. To assess the utility of this model, we conduct IA on 78 releases of five open source systems, using 16 stochastic dependency types, and compare with the results of several existing approaches. The results show that our stochastic-based IA technique can provide more accurate results than these existing techniques.","","","10.1109/ASE.2011.6100065","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100065","","","","","","3","66","","","","","",""
"Self-adaptive software meets control theory: A preliminary approach supporting reliability requirements","Antonio Filieri; Carlo Ghezzi; Alberto Leva; Martina Maggio","Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. da Vinci, 32; 20133, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. da Vinci, 32; 20133, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. da Vinci, 32; 20133, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. da Vinci, 32; 20133, Italy","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","283","292","This paper investigates a novel approach to derive self-adaptive software by automatically modifying the model of the application using a control-theoretical approach. Self adaptation is achieved at the model level to assure that the model -- which lives alongside the application at run-time --continues to satisfy its reliability requirements, despite changes in the environment that might lead to a violation. We assume that the model is given in terms of a Discrete Time Markov Chain (DTMC). DTMCs can express reliability concerns by modeling possible failures through transitions to failure states. Reliability requirements may be expressed as reachability properties that constrain the probability to reach certain states, denoted as failure states.","","","10.1109/ASE.2011.6100064","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100064","","","","","","32","298","","","","","",""
"Specifying and detecting meaningful changes in programs","Yijun Yu; Thein Than Tun; Bashar Nuseibeh","The Open University, Milton Keynes, UK; The Open University, Milton Keynes, UK; The Open University, Milton Keynes, UK","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","273","282","Software developers are often interested in particular changes in programs that are relevant to their current tasks: not all changes to evolving software are equally important. However, most existing differencing tools, such as diff, notify developers of more changes than they wish to see. In this paper, we propose a technique to specify and automatically detect only those changes in programs deemed meaningful, or relevant, to a particular development task. Using four elementary annotations on the grammar of any programming language, namely Ignore, Order, Prefer and Scope, developers can specify, with limited effort, the type of change they wish to detect. Our algorithms use these annotations to transform the input programs into a normalised form, and to remove clones across different normalised programs in order to detect non-trivial and relevant differences. We evaluate our tool on a benchmark of programs to demonstrate its improved precision compared to other differencing approaches.","","","10.1109/ASE.2011.6100063","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100063","","","","","","4","344","","","","","",""
"A topic-based approach for narrowing the search space of buggy files from a bug report","Anh Tuan Nguyen; Tung Thanh Nguyen; Jafar Al-Kofahi; Hung Viet Nguyen; Tien N. Nguyen","Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","263","272","Locating buggy code is a time-consuming task in software development. Given a new bug report, developers must search through a large number of files in a project to locate buggy code. We propose BugScout, an automated approach to help developers reduce such efforts by narrowing the search space of buggy files when they are assigned to address a bug report. BugScout assumes that the textual contents of a bug report and that of its corresponding source code share some technical aspects of the system which can be used for locating buggy source files given a new bug report. We develop a specialized topic model that represents those technical aspects as topics in the textual contents of bug reports and source files, and correlates bug reports and corresponding buggy files via their shared topics. Our evaluation shows that BugScout can recommend buggy files correctly up to 45% of the cases with a recommended ranked list of 10 files.","","","10.1109/ASE.2011.6100062","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100062","","","","","","41","226","","","","","",""
"Towards more accurate retrieval of duplicate bug reports","Chengnian Sun; David Lo; Siau-Cheng Khoo; Jing Jiang","School of Computing, National University of Singapore, Singapore; School of Information Systems, Singapore Management University, Singapore; School of Computing, National University of Singapore, Singapore; School of Information Systems, Singapore Management University, Singapore","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","253","262","In a bug tracking system, different testers or users may submit multiple reports on the same bugs, referred to as duplicates, which may cost extra maintenance efforts in triaging and fixing bugs. In order to identify such duplicates accurately, in this paper we propose a retrieval function (REP) to measure the similarity between two bug reports. It fully utilizes the information available in a bug report including not only the similarity of textual content in summary and description fields, but also similarity of non-textual fields such as product, component, version, etc. For more accurate measurement of textual similarity, we extend BM25F - an effective similarity formula in information retrieval community, specially for duplicate report retrieval. Lastly we use a two-round stochastic gradient descent to automatically optimize REP for specific bug repositories in a supervised learning manner. We have validated our technique on three large software bug repositories from Mozilla, Eclipse and OpenOffice. The experiments show 10 -- 27% relative improvement in recall [email protected] and 17 -- 23% relative improvement in mean average precision over our previous model. We also applied our technique to a very large dataset consisting of 209,058 reports from Eclipse, resulting in a recall [email protected] of 37 -- 71% and mean average precision of 47%.","","","10.1109/ASE.2011.6100061","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100061","","Information retrieval","","","","55","378","","","","","",""
"Flexible design pattern detection based on feature types","Ghulam Rasool; Patrick Mader","COMSATS Institute of Information Technology, Lahore, Pakistan; Institute for Systems Engineering and Automation (SEA), Johannes Kepler University, Linz, Austria","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","243","252","Accurately recovered design patterns support development related tasks like program comprehension and reengineering. Researchers proposed a variety of recognition approaches already. Though, much progress was made, there is still a lack of accuracy and flexibility in recognition. A major problem is the large variety of variants for implementing the same pattern. Furthermore, the integration of multiple search techniques is required to provide more accurate and effective pattern detection. In this paper, we propose variable pattern definitions composed of reusable feature types. Each feature type is assigned to one of multiple search techniques that is best fitting for its detection. A prototype implementation was applied to three open source applications. For each system a baseline was determined and used for comparison with the results of previous techniques. We reached very good results with an improved pattern catalog, but also demonstrated the necessity for customizations on new inspected systems. These results demonstrate the importance of customizable pattern definitions and multiple search techniques in order to overcome accuracy and flexibility issues of previous approaches.","","","10.1109/ASE.2011.6100060","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100060","","","","","","6","172","","","","","",""
"Scaling up automated test generation: Automatically generating maintainable regression unit tests for programs","Brian Robinson; Michael D. Ernst; Jeff H. Perkins; Vinay Augustine; Nuo Li","ABB Corporate Research, USA; University of Washington, USA; MIT CSAIL, USA; ABB Corporate Research, USA; ABB Robotics, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","23","32","This paper presents an automatic technique for generating maintainable regression unit tests for programs. We found previous test generation techniques inadequate for two main reasons. First. they were designed for and evaluated upon libraries rather than applications. Second, they were designed to find bugs rather than to create maintainable regression test suites: the test suites that they generated were brittle and hard to understand. This paper presents a suite of techniques that address these problems by enhancing an existing unit test generation system. In experiments using an industrial system, the generated tests achieved good coverage and mutation kill score, were readable by the product's developers, and required few edits as the system under test evolved. While our evaluation is in the context of one test generator, we are aware of many research systems that suffer similar limitations, so our approach and observations are more generally relevant.","","","10.1109/ASE.2011.6100059","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100059","","Software testing and debugging","","","","17","282","","","","","",""
"Iterative mining of resource-releasing specifications","Qian Wu; Guangtai Liang; Qianxiang Wang; Tao Xie; Hong Mei","Institute of Software, School of Electronics Engineering and Computer Science, Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, P; Institute of Software, School of Electronics Engineering and Computer Science, Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, P; Institute of Software, School of Electronics Engineering and Computer Science, Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, P; Department of Computer Science, North Carolina State University, Raleigh, 27695, USA; Institute of Software, School of Electronics Engineering and Computer Science, Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, P","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","233","242","Software systems commonly use resources such as network connections or external file handles. Once finish using the resources, the software systems must release these resources by explicitly calling specific resource-releasing API methods. Failing to release resources properly could result in resource leaks or even outright system failures. Existing verification techniques could analyze software systems to detect defects related to failing to release resources. However, these techniques require resource-releasing specifications for specifying which API method acquires/releases certain resources, and such specifications are not well documented in practice, due to the large amount of manual effort required to document them. To address this issue, we propose an iterative mining approach, called RRFinder, to automatically mining resource-releasing specifications for API libraries in the form of (resource-acquiring, resource-releasing) API method pairs. RRFinder first identifies resource-releasing API methods, for which RRFinder then identifies the corresponding resource-acquiring API methods. To identify resource-releasing API methods, RRFinder performs an iterative process including three steps: model-based prediction, call-graph-based propagation, and class-hierarchy-based propagation. From heterogeneous information (e.g., source code, natural language), the model-based prediction employs a classification model to predict the likelihood that an API method is a resource-releasing method. The call-graph-based and class-hierarchy-based propagation propagates the likelihood information across methods. We evaluated RRFinder on eight open source libraries, and the results show that RRFinder achieved an average recall of 94.0% with precision of 86.6% in mining resource-releasing specifications, and the mined specifications are useful in detecting resource leak defects.","","","10.1109/ASE.2011.6100058","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100058","","","","","","7","71","","","","","",""
"Improving automated documentation to code traceability by combining retrieval techniques","Xiaofan Chen; John Grundy","Department of Computer Science, University of Auckland, New Zealand; Centre for Computing & Engineering Software Systems, Swinburne University of Technology, Melbourne, Australia","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","223","232","Documentation written in natural language and source code are two of the major artifacts of a software system. Tracking a variety of traceability links between software documentation and source code assists software developers in comprehension, efficient development, and effective management of a system. Automated traceability systems to date have been faced with a major open research challenge: how to extract these links with both high precision and high recall. In this paper we introduce an approach that combines three supporting techniques, Regular Expression, Key Phrases, and Clustering, with a Vector Space Model (VSM) to improve the performance of automated traceability between documents and source code. This combination approach takes advantage of strengths of the three techniques to ameliorate limitations of VSM. Four case studies have been used to evaluate our combined technique approach. Experimental results indicate that our approach improves the performance of VSM, increases the precision of retrieved links, and recovers more true links than VSM alone.","","","10.1109/ASE.2011.6100057","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100057","","","","","","9","227","","","","","",""
"Localizing SQL faults in database applications","Sarah R. Clark; Jake Cobb; Gregory M. Kapfhammer; James A. Jones; Mary Jean Harrold","Georgia Institute of Technology, USA; Georgia Institute of Technology, USA; Allegheny College, USA; University of California, Irvine, USA; Georgia Institute of Technology, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","213","222","This paper presents a new fault-localization technique designed for applications that interact with a relational database. The technique uses dynamic information specific to the application's database, such as Structured Query Language (SQL) commands, to provide a fault-location diagnosis. By creating statement-SQL tuples and calculating their suspiciousness, the presented method lets the developer identify the database commands and the program statements likely to cause the failures. The technique also calculates suspiciousness for statement-attribute tuples and uses this information to identify SQL fragments that are statistically likely to be responsible for the suspiciousness of that SQL command. The paper reports the results of two empirical studies. The first study compares existing and database-aware fault-localization methods, and reveals the strengths and limitations of prior techniques, while also highlighting the effectiveness of the new approach. The second study demonstrates the benefits of using database information to improve understanding and reduce manual debugging effort.","","","10.1109/ASE.2011.6100056","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100056","","Software testing and debugging","","","","6","157","","","","","",""
"An optimal strategy for algorithmic debugging","David Insa; Josep Silva","Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, E-46022, Spain; Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, E-46022, Spain","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","203","212","Algorithmic debugging is a technique that uses an internal data structure to represent computations and ask about their correctness. The strategy used to explore this data structure is essential for the performance of the technique. The most efficient strategy in practice is Divide and Query that, until now, has been considered optimal in the worst case. In this paper we first show that the original algorithm is inaccurate and moreover, in some situations it is unable to find all possible solutions, thus it is incomplete. Then, we present a new version of the algorithm that solves these problems. Moreover, we introduce a counterexample showing that Divide and Query is not optimal, and we propose the first optimal strategy for algorithmic debugging with respect to the number of questions asked by the debugger.","","","10.1109/ASE.2011.6100055","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100055","","Software testing and debugging","","","","1","61","","","","","",""
"Precomputing possible configuration error diagnoses","Ariel Rabkin; Randy Katz","EECS Department, UC Berkeley, California, USA; EECS Department, UC Berkeley, California, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","193","202","Complex software packages, particularly systems software, often require substantial customization before being used. Small mistakes in configuration can lead to hard-todiagnose error messages. We demonstrate how to build a map from each program point to the options that might cause an error at that point. This can aid users in troubleshooting these errors without any need to install or use additional tools. Our approach relies on static dataflow analysis, meaning all the analysis is done in advance. We evaluate our work in detail on two substantial systems, Hadoop and the JChord program analysis toolkit, using failure injection and also by using log messages as a source of labeled program points. When logs and stack traces are available, they can be incorporated into the analysis. This reduces the number of false positives by nearly a factor of four for Hadoop, at the cost of approximately one minute's work per unique query","","","10.1109/ASE.2011.6100053","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100053","","Software testing and debugging","","","","28","147","","","","","",""
"Automated extraction of architecture-level performance models of distributed component-based systems","Fabian Brosig; Nikolaus Huber; Samuel Kounev","Karlsruhe Institute of Technology (KIT), 76131, Germany; Karlsruhe Institute of Technology (KIT), 76131, Germany; Karlsruhe Institute of Technology (KIT), 76131, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","183","192","Modern enterprise applications have to satisfy increasingly stringent Quality-of-Service requirements. To ensure that a system meets its performance requirements, the ability to predict its performance under different configurations and workloads is essential. Architecture-level performance models describe performance-relevant aspects of software architectures and execution environments allowing to evaluate different usage profiles as well as system deployment and configuration options. However, building performance models manually requires a lot of time and effort. In this paper, we present a novel automated method for the extraction of architecture-level performance models of distributed component-based systems, based on monitoring data collected at run-time. The method is validated in a case study with the industry-standard SPECjEnterprise2010 Enterprise Java benchmark, a representative software system executed in a realistic environment. The obtained performance predictions match the measurements on the real system within an error margin of mostly 10 -- 20 percent.","","","10.1109/ASE.2011.6100052","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100052","","Distributed systems organizing principles","","","","19","179","","","","","",""
"A model-driven framework for guided design space exploration","Abel Hegedus; Akos Horvath; Istvan Rath; Daniel Varro","Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","173","182","Design space exploration (DSE) aims at searching through various models representing different design candidates to support activities like configuration design of critical systems or automated maintenance of IT systems. In model-driven engineering, DSE is applied to find instance models that are (i) reachable from an initial model with a sequence of transformation rules and (ii) satisfy a set of structural and numerical constraints. Since exhaustive exploration of the design space is infeasible for large models, the traversal is often guided by hints, derived by system analysis, to prioritize the next states to traverse (selection criteria) and to avoid searching unpromising states (cut-off criteria). In this paper, we define an exploration approach where selection and cut-off criteria are defined using dependency analysis of transformation rules and an algebraic abstraction. The approach is evaluated against other exploration techniques and illustrated on a cloud infrastructure configuration problem.","","","10.1109/ASE.2011.6100051","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100051","","","","","","6","161","","","","","",""
"A rule-based approach to the semantic lifting of model differences in the context of model versioning","Timo Kehrer; Udo Kelter; Gabriele Taentzer","Software Engineering Group, University of Siegen, Germany; Software Engineering Group, University of Siegen, Germany; Philipps-Universität Marburg, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","163","172","In model-based software engineering, models are primary artifacts which iteratively evolve and which are often developed in teams. Therefore, comparison and merge tools for models are indispensable. These tools must compare models in a technology-dependent runtime representation and will initially derive low-level changes, which can differ considerably from user-level editing commands. Low-level differences are often incomprehensible and should be semantically lifted to the level of editing operations. This transformation of differences depends on the model type, supported editing operations, and user preferences; thus specific transformers are needed, and building them is a challenge. We present a rule-based approach to this problem: low-level differences are represented based on the Eclipse Modeling Framework. They are transformed into representations of editing operations using a rule-based model transformation engine. The necessary transformation rules are automatically derived from basic transformation rules for the editing operations.","","","10.1109/ASE.2011.6100050","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100050","","","","","","19","203","","","","","",""
"Safe asynchronous multicore memory operations","Matko Botincan; Mike Dodds; Alastair F. Donaldson; Matthew J. Parkinson","University of Cambridge, UK; University of Cambridge, UK; Imperial College London, UK; Microsoft Research Cambridge, UK","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","153","162","Asynchronous memory operations provide a means for coping with the memory wall problem in multicore processors, and are available in many platforms and languages, e.g., the Cell Broadband Engine, CUDA and OpenCL. Reasoning about the correct usage of such operations involves complex analysis of memory accesses to check for races. We present a method and tool for proving memory-safety and race-freedom of multicore programs that use asynchronous memory operations. Our approach uses separation logic with permissions, and our tool automates this method, targeting a C-like core language. We describe our solutions to several challenges that arose in the course of this research. These include: syntactic reasoning about permissions and arrays, integration of numerical abstract domains, and utilization of an SMT solver. We demonstrate the feasibility of our approach experimentally by checking absence of DMA races on a set of programs drawn from the IBM Cell SDK.","","","10.1109/ASE.2011.6100049","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100049","","Program verification","","","","3","78","","","","","",""
"Formalizing hardware/software interface specifications","Juncao Li; Fei Xie; Thomas Ball; Vladimir Levin; Con McGarvey","Microsoft Corporation, Redmond, WA 98052, USA; Dept. of Computer Science, Portland State University, OR 97207, USA; Microsoft Corporation, Redmond, WA 98052, USA; Microsoft Corporation, Redmond, WA 98052, USA; Microsoft Corporation, Redmond, WA 98052, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","143","152","Software drivers are usually developed after hardware devices become available. This dependency can induce a long product cycle. Although co-simulation and co-verification techniques have been utilized to facilitate the driver development, Hardware/Software (HW/SW) interface models, as the test harnesses, are often challenging to specify. Such interface models should have formal semantics, be efficient for testing, and cover all HW/SW behaviors described by HW/SW interface protocols. We present an approach to formalizing HW/SW interface specifications, where we propose a semantic model, relative atomicity, to capture the concurrency model in HW/SW interfaces; demonstrate our approach via a realistic example; elaborate on how we have utilized this approach in device/driver development process; and discuss criteria for evaluating our formal specifications. We have detected fifteen issues in four English specifications. Furthermore, our formal specifications are readily useful as the test harnesses for co-verification, which has discovered twelve real bugs in five industrial driver programs.","","","10.1109/ASE.2011.6100048","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100048","","","","","","3","153","","","","","",""
